type,regressor,preprocess_params,interaction_degree_mean,interaction_degree_std,reduction_factors_mean,reduction_factors_std,test_param_mean,test_param_std,training_size_mean,training_size_std,RMax_MAE_mean,RMax_MAE_std,RMax_MAE_bs_ci_low,RMax_MAE_bs_ci_up,RMax_RMSE_mean,RMax_RMSE_std,RMax_RMSE_bs_ci_low,RMax_RMSE_bs_ci_up,RMax_time_err_mean,RMax_time_err_std,RMax_relative_err_mean,RMax_relative_err_std,RMax_max_error_mean,RMax_max_error_std,MAE_mean,MAE_std,MAE_bs_ci_low,MAE_bs_ci_up,RMSE_mean,RMSE_std,RMSE_bs_ci_low,RMSE_bs_ci_up,pred_time_mean,pred_time_std,eval_reps_mean,eval_reps_std,fit_time_mean,fit_time_std
Test_Data,Lasso,"(False, True, True, True)",7.0,0.0,5.0,0.0,0.0,0.0,700.0,0.0,1.4193374790376894,0.07846220697634543,1.3995910879007503,1.4383902003278384,1.772834678477479,0.0897694415567191,1.7498135135021604,1.7960991255755197,0.0024020321394084194,0.00012610686289398577,0.12027157887293903,0.009770750565300829,5.290771591983193,0.8119484683765839,1.4193374790376894,0.07846220697634543,1.3942139147588024,1.4425774325459197,1.772834678477479,0.0897694415567191,1.7478034940885914,1.8009104391536273,0.08037516593933106,0.008535163228101706,100.0,0.0,3.62430890083313,0.03365672793162101
Test_Data,Lasso,"(False, True, True, True)",7.0,0.0,10.0,0.0,0.0,0.0,700.0,0.0,1.1801325074634543,0.05237419678621532,1.1650418724989098,1.1924193911921033,1.478771798131521,0.06291752459694576,1.462468961418956,1.4935309725886423,0.0019972860241035807,8.342545946616173e-05,0.10288799659547307,0.009540163054740305,4.794055063147384,0.6066350048925595,1.1801325074634543,0.05237419678621532,1.1636726835590283,1.1967696880910248,1.478771798131521,0.06291752459694576,1.4642432081807017,1.4957264344363848,0.07929294109344483,0.01065629719933654,100.0,0.0,3.6339626264572145,0.04539341833509592
Test_Data,Lasso,"(False, True, True, True)",7.0,0.0,25.0,0.0,0.0,0.0,700.0,0.0,1.0307052337920257,0.18179864166701531,0.9846790791566443,1.0624658406150047,1.3062807684390372,0.20012442373506564,1.2412852672863837,1.3593579576894457,0.001744460396561167,0.000306716555460309,0.09025806556079724,0.015202392184015543,4.268719365795573,0.6235111173944642,1.0307052337920257,0.18179864166701531,0.9777000148987471,1.0817239631162094,1.3062807684390372,0.20012442373506564,1.2500521434065108,1.3561062568723452,0.08674273014068604,0.01025286759961711,100.0,0.0,3.631280426979065,0.048480537615940456
Test_Data,Lasso,"(False, True, True, True)",7.0,0.0,50.0,0.0,0.0,0.0,700.0,0.0,0.3537869084759005,0.051765187623433545,0.3418807048164142,0.36843520674469454,0.4690529679775986,0.06599153154928929,0.45441814904084443,0.4913807338446071,0.000598858987113479,8.812067704180378e-05,0.03232864517627366,0.005296832076844442,1.8524759187737923,0.40836011457551435,0.3537869084759005,0.051765187623433545,0.34496120579874584,0.36835545687225063,0.4690529679775986,0.06599153154928929,0.4528468682318193,0.48654311146815815,0.16101526737213134,0.006866858098357459,100.0,0.0,3.6117686891555785,0.12729925897128982
Test_Data,Lasso,"(False, True, True, True)",7.0,0.0,75.0,0.0,0.0,0.0,700.0,0.0,0.270565807558286,0.019260090988471996,0.26480689237901706,0.27588653361690046,0.36288121237650406,0.028256778280518,0.3558811210727329,0.3678146146985212,0.0004579728068341149,3.281705074784732e-05,0.02272523453762018,0.0029855046629639463,1.4401280932665625,0.3222645241833086,0.270565807558286,0.019260090988471996,0.2679819560252213,0.27182617812408305,0.36288121237650406,0.028256778280518,0.3561427326275068,0.37090732331672277,0.17131110191345214,0.006579817695850786,100.0,0.0,3.5722826766967772,0.036219713220508466
Test_Data,Lasso,"(False, True, True, True)",7.0,0.0,100.0,0.0,0.0,0.0,700.0,0.0,0.2281496264929868,0.02325524102047302,0.22253064508880158,0.2349969390658594,0.31164302588721715,0.029844450240909856,0.3041144910300864,0.31949835587728237,0.00038624465501588615,4.014261424497617e-05,0.018480055419555386,0.0021989762506661524,1.3088130437250611,0.2938125303386195,0.2281496264929868,0.02325524102047302,0.22340990991502035,0.23476570927266116,0.31164302588721715,0.029844450240909856,0.30433205517435535,0.3191542948728255,0.18372727870941163,0.0067772103760563645,100.0,0.0,3.5768195962905884,0.031142330442534113
Test_Data,Lasso,"(False, True, True, True)",7.0,0.0,125.0,0.0,0.0,0.0,700.0,0.0,0.19488339133726135,0.018628700698781385,0.19037026910515084,0.2010540500709581,0.27496497231978945,0.027355180794810436,0.2678987947205259,0.28239900087009584,0.00032985086076083,3.141790116560407e-05,0.01609960111444124,0.00186934058092368,1.2032968221619402,0.2760116967917214,0.19488339133726135,0.018628700698781385,0.19077278784720392,0.2002233800487256,0.27496497231978945,0.027355180794810436,0.26768538843868983,0.28125027766757704,0.19793240070343018,0.005346465280327152,100.0,0.0,3.5875429248809816,0.029835530947816557
Test_Data,Lasso,"(False, True, True, True)",7.0,0.0,150.0,0.0,0.0,0.0,700.0,0.0,0.18159333811366657,0.014428763522358454,0.17716057471948973,0.1860387706276101,0.25965909586865155,0.024770925352266042,0.25368883009418897,0.26614979402059824,0.0003073359285538618,2.399825025056784e-05,0.015043502059740733,0.0015331006190524095,1.1538611524851705,0.2438192772799436,0.18159333811366657,0.014428763522358454,0.17790397425368576,0.18631485688808425,0.25965909586865155,0.024770925352266042,0.25499177766441566,0.2672992580891012,0.21738197803497314,0.007227953756374538,100.0,0.0,3.5750622224807738,0.031950177816796085
Test_Data,Lasso,"(False, True, True, True)",7.0,0.0,175.0,0.0,0.0,0.0,700.0,0.0,0.1782494563248784,0.014093529717480657,0.17453906102620742,0.18150901878350129,0.25611150300072716,0.02454991356146158,0.24933699988122596,0.26197875526544756,0.00030168891228942964,2.3611999576808293e-05,0.01481845987049758,0.0014909643781959438,1.1370714715023345,0.24440915589191892,0.1782494563248784,0.014093529717480657,0.17710831117037976,0.17711049879256227,0.25611150300072716,0.02454991356146158,0.25008672869034926,0.2636805611718967,0.22723935127258302,0.010069040469073556,100.0,0.0,3.5663051319122316,0.03746131735735608
Test_Data,Lasso,"(False, True, True, True)",7.0,0.0,200.0,0.0,0.0,0.0,700.0,0.0,0.1775224965401619,0.014068520031622582,0.17447136780277372,0.18129452409138114,0.2558778163716451,0.02474262992300521,0.2515536866000418,0.25641022553399,0.00030045492399635655,2.3524075387505724e-05,0.01478618194251022,0.0014733414651518634,1.1510859419457666,0.2528082958213529,0.1775224965401619,0.014068520031622582,0.1749890153368917,0.1802742723783903,0.2558778163716451,0.02474262992300521,0.24893121962821765,0.26236498404812153,0.24147109985351561,0.008351052658995686,100.0,0.0,3.569749970436096,0.030484275685660762
Test_Data,Lasso,"(False, True, True, True)",12.0,0.0,5.0,0.0,0.0,0.0,700.0,0.0,1.5406940876751032,0.06784725705205101,1.5280617722930012,1.5614314329931114,1.9243295724921763,0.08138211543289914,1.902693917117345,1.9478209853636663,0.0026078120987242685,0.00011562758957200168,0.1180866798398009,0.008825229009695519,6.2337988851502715,1.1585667343989257,1.5406940876751032,0.06784725705205101,1.5218846195404563,1.5557906823213061,1.9243295724921763,0.08138211543289914,1.9011199308292737,1.9467042458166284,0.07607356071472168,0.008883858011463071,100.0,0.0,51.19971647262573,1.987585955220718
Test_Data,Lasso,"(False, True, True, True)",12.0,0.0,10.0,0.0,0.0,0.0,700.0,0.0,1.1911988844081145,0.05991411119613721,1.1766469672762672,1.2041432295060113,1.4925823724858411,0.07597401915438008,1.4756775071623742,1.5111268671516485,0.0020161260779655533,9.942377177145437e-05,0.10425137382197885,0.010206916091306533,4.895209167788098,0.6775387510030547,1.1911988844081145,0.05991411119613721,1.174756789347488,1.206277361330958,1.4925823724858411,0.07597401915438008,1.4772636255627818,1.509303981588159,0.07512237071990967,0.00661642506116469,100.0,0.0,50.34508749008179,0.44249599967806347
Test_Data,Lasso,"(False, True, True, True)",12.0,0.0,25.0,0.0,0.0,0.0,700.0,0.0,0.6696027621967854,0.05102891661571554,0.6565785986389326,0.6829511879454634,0.9198662001166957,0.0705111912569656,0.8999227067430818,0.9370909592821365,0.001133224753733733,8.438427471873394e-05,0.06814217357759203,0.008381210784553604,3.598907993093941,0.5390972844210096,0.6696027621967854,0.05102891661571554,0.654823890996893,0.6826747664700961,0.9198662001166957,0.0705111912569656,0.8996706260090707,0.9365000028666491,0.08520181655883789,0.011500828787459547,100.0,0.0,51.59172638893128,1.4025446933642014
Test_Data,Lasso,"(False, True, True, True)",12.0,0.0,50.0,0.0,0.0,0.0,700.0,0.0,0.3932417054824295,0.039889802288828706,0.38370609838663067,0.40417008805447713,0.5151332204432663,0.05616754601554607,0.5011864889842054,0.5299263306750619,0.0006656179486034179,6.760591872146194e-05,0.03531915662648451,0.005174415963583327,1.8539229072492496,0.39502986068916013,0.3932417054824295,0.039889802288828706,0.38453634509898343,0.4054013904832949,0.5151332204432663,0.05616754601554607,0.4985399673802836,0.5315106013005075,0.16006188869476318,0.018234790217187515,100.0,0.0,51.25897339344024,0.22930458760183267
Test_Data,Lasso,"(False, True, True, True)",12.0,0.0,75.0,0.0,0.0,0.0,700.0,0.0,0.2839208173129001,0.029019113334999555,0.27709301777914447,0.2886293543957221,0.3743074468651023,0.03382252854927511,0.3689443090620501,0.3790897646157373,0.0004804809516651057,4.8349039870955754e-05,0.024623906510632766,0.003079671784769358,1.3732522321850704,0.2406606090853136,0.2839208173129001,0.029019113334999555,0.27942156591142436,0.2891388215730001,0.3743074468651023,0.03382252854927511,0.36549402685457366,0.3803982908047576,0.17238931179046632,0.016603276566871734,100.0,0.0,51.44499535560608,0.26088975472744363
Test_Data,Lasso,"(False, True, True, True)",12.0,0.0,100.0,0.0,0.0,0.0,700.0,0.0,0.22494675685875287,0.01972579573438035,0.22066719711586913,0.22927666488548087,0.30252664568613935,0.02676409907381871,0.29443459741743494,0.30881555298961105,0.00038066432756127207,3.239568694654098e-05,0.018950258848663047,0.0020027636969511915,1.2104095799579913,0.265354014099938,0.22494675685875287,0.01972579573438035,0.22023084890802383,0.2304475485603586,0.30252664568613935,0.02676409907381871,0.29635206659386176,0.3087861114367808,0.1966491746902466,0.0223716617298869,100.0,0.0,51.67258692264557,0.2931141865367512
Test_Data,Lasso,"(False, True, True, True)",12.0,0.0,125.0,0.0,0.0,0.0,700.0,0.0,0.19553802024653194,0.01700905099851447,0.18996419973601408,0.2001660811205165,0.2675745359145472,0.02532499591826043,0.26130422791152336,0.27327621781703026,0.00033089006539575,2.7819001402544455e-05,0.016402542397705708,0.001687100832118943,1.1356197740721887,0.3020006752116274,0.19553802024653194,0.01700905099851447,0.1924826983014464,0.19876501672317642,0.2675745359145472,0.02532499591826043,0.2617499931430866,0.2734581377648075,0.20067039012908935,0.019661338503320646,100.0,0.0,51.75996660709381,0.3383486600695065
Test_Data,Lasso,"(False, True, True, True)",12.0,0.0,150.0,0.0,0.0,0.0,700.0,0.0,0.17839427896209092,0.01291321334217312,0.17539295473458053,0.18070502690992934,0.2480640941026219,0.02429262126605817,0.24154990644137164,0.2561228208454129,0.0003019345640307667,2.1596566486102775e-05,0.01499126103837022,0.0013290208214880351,1.1004252648750272,0.3280041802464481,0.17839427896209092,0.01291321334217312,0.17473060957683662,0.1802439091085784,0.2480640941026219,0.02429262126605817,0.24223259898717284,0.25512277337904016,0.2206157922744751,0.018242623558350535,100.0,0.0,51.890072174072266,0.27797882663816104
Test_Data,Lasso,"(False, True, True, True)",12.0,0.0,175.0,0.0,0.0,0.0,700.0,0.0,0.1698738934031782,0.0131812253080167,0.16519331446719485,0.17500992700181836,0.2388179663763646,0.0246258870941363,0.23614880283778786,0.23907331307552546,0.0002875095680391357,2.204449031076647e-05,0.014318877131418897,0.0014117213923130218,1.0813393744393929,0.3436476528047901,0.1698738934031782,0.0131812253080167,0.16770227547826164,0.1755957890308447,0.2388179663763646,0.0246258870941363,0.23206778177822168,0.24493458993460987,0.23510292530059815,0.024162432882189198,100.0,0.0,51.847686324119564,0.2187545815412072
Test_Data,Lasso,"(False, True, True, True)",12.0,0.0,200.0,0.0,0.0,0.0,700.0,0.0,0.1645268149320774,0.0127498831502135,0.16126729525499026,0.1677122413919366,0.23278065040609658,0.024820767025974685,0.22549092926957448,0.23824734178429735,0.00027847003488960716,2.1440012281553763e-05,0.013926828384376977,0.0014214332234116704,1.0662383531327537,0.3227655905082003,0.1645268149320774,0.0127498831502135,0.16082725657692,0.16733910530316187,0.23278065040609658,0.024820767025974685,0.22646793818612,0.23812151190900396,0.25359747886657713,0.030157318146421364,100.0,0.0,51.86105993747711,0.20575229912212797
Test_Data,Ridge,"(False, True, True, True)",4.0,0.0,5.0,0.0,0.0,0.0,700.0,0.0,2.0887018379027413,0.6238581997896834,1.9193260608293206,2.2567256690271518,2.6295110211285917,0.7242158048790103,2.435659955201189,2.815652190688819,0.003533595262360273,0.0010488728152404088,0.1578167079439718,0.0555142333276817,7.629311791625569,1.3812530379871248,2.0887018379027413,0.6238581997896834,1.9142544009478903,2.256342801782048,2.6295110211285917,0.7242158048790103,2.4401151820237175,2.839875454361223,0.074964017868042,0.01072374754282182,100.0,0.0,0.03252747535705566,0.027739584475524666
Test_Data,Ridge,"(False, True, True, True)",4.0,0.0,10.0,0.0,0.0,0.0,700.0,0.0,1.5663732664187617,0.08725161130567036,1.5425892358881388,1.5922340862537798,1.9925696653135843,0.11187186716719556,1.9614517728029481,2.0221889087897567,0.0026511427784246043,0.00014575114152373458,0.1239439189735483,0.009118472436311767,5.852774387156391,0.9024277959392835,1.5663732664187617,0.08725161130567036,1.5406943816573033,1.5895432737023973,1.9925696653135843,0.11187186716719556,1.962469571416752,2.022016439061493,0.0772066068649292,0.006217114319106318,100.0,0.0,0.017022781372070313,0.007707155228327321
Test_Data,Ridge,"(False, True, True, True)",4.0,0.0,25.0,0.0,0.0,0.0,700.0,0.0,1.0728312614387838,0.15553595496639602,1.0285968239734726,1.1132508307831193,1.331920226229958,0.19041798874377155,1.27344109915775,1.3698629225286116,0.0018153529791918141,0.0002603986496201015,0.08681277132118881,0.013809256335310367,3.8350260699847225,0.8299939695887457,1.0728312614387838,0.15553595496639602,1.031853978226496,1.108412590165313,1.331920226229958,0.19041798874377155,1.276025449263607,1.3799809577700421,0.08493199825286865,0.006579935911559326,100.0,0.0,0.016932225227355956,0.007138530483659987
Test_Data,Ridge,"(False, True, True, True)",4.0,0.0,50.0,0.0,0.0,0.0,700.0,0.0,0.3456733679416484,0.0274455590357985,0.33957291567567643,0.35484476057375547,0.47437722938427207,0.0376812922558845,0.47242947968640786,0.48660629865657723,0.0005850543459731154,4.599878497390408e-05,0.03000216361939516,0.00317434808812763,1.7752211031345937,0.3429151125063894,0.3456733679416484,0.0274455590357985,0.33872149150944364,0.35284400124357646,0.47437722938427207,0.0376812922558845,0.46693848364058443,0.47980713244235795,0.15980141639709472,0.009912541566936349,100.0,0.0,0.020671591758728028,0.012668469494065821
Test_Data,Ridge,"(False, True, True, True)",4.0,0.0,75.0,0.0,0.0,0.0,700.0,0.0,0.2691434898856489,0.021210407309873863,0.2632964146286933,0.27498854019089997,0.36745338702494423,0.030264086938333584,0.35986071834797617,0.37498054383210244,0.0004556080058334892,3.664162485241413e-05,0.0230233431677859,0.002626856077851587,1.4402825342529855,0.2621442828233297,0.2691434898856489,0.021210407309873863,0.26322937822994674,0.2736727003811517,0.36745338702494423,0.030264086938333584,0.3591703048207033,0.37426038721622457,0.17235018253326417,0.012181645148943696,100.0,0.0,0.02124825954437256,0.011215136405127418
Test_Data,Ridge,"(False, True, True, True)",4.0,0.0,100.0,0.0,0.0,0.0,700.0,0.0,0.2604483445009124,0.018761257479230003,0.2552785718385321,0.2670355643866614,0.3559896078337401,0.025796213051077536,0.3477319975815333,0.36310520941337887,0.00044087245741883195,3.2272351568009404e-05,0.022227556555854816,0.00228552294209747,1.4120516460704438,0.26253941327939767,0.2604483445009124,0.018761257479230003,0.2548971416525667,0.2646851553444376,0.3559896078337401,0.025796213051077536,0.34879425651785945,0.36240015606756054,0.18455385208129882,0.012720770952986637,100.0,0.0,0.023208160400390625,0.011246096343958999
Test_Data,Ridge,"(False, True, True, True)",4.0,0.0,125.0,0.0,0.0,0.0,700.0,0.0,0.26020997669253626,0.01838674433941238,0.25526266484206567,0.26515410059741873,0.35684794761893435,0.025469961032979518,0.3557754326564731,0.3568448751995718,0.00044046613567648506,3.1604306132758436e-05,0.022234254068577347,0.00228348836946361,1.4135303452098986,0.2742619224923966,0.26020997669253626,0.01838674433941238,0.25533970846258125,0.26516248260629927,0.35684794761893435,0.025469961032979518,0.35049058274978684,0.36383197637574444,0.19443788528442382,0.012264202176889167,100.0,0.0,0.030391149520874024,0.0184511282958532
Test_Data,Ridge,"(False, True, True, True)",4.0,0.0,150.0,0.0,0.0,0.0,700.0,0.0,0.26225645511152257,0.018404276923456392,0.2586785505757886,0.26648132447628786,0.36035478045914915,0.025229731096158402,0.3538563915922137,0.36764798656959136,0.0004439296531759545,3.163058664064056e-05,0.022401440882452755,0.002287506330863645,1.4338052887039572,0.27407460237555387,0.26225645511152257,0.018404276923456392,0.2583629303215379,0.2678070517637753,0.36035478045914915,0.025229731096158402,0.3622974533464658,0.3632043276054786,0.21237409591674805,0.009663032670981698,100.0,0.0,0.023188343048095705,0.011574889357273447
Test_Data,Ridge,"(False, True, True, True)",4.0,0.0,175.0,0.0,0.0,0.0,700.0,0.0,0.2655237932629615,0.01900881167846601,0.26093023971539875,0.2712028332848346,0.36514028004505755,0.02652249039725888,0.35960076046147704,0.36932495667869253,0.00044944760960856736,3.24693879535465e-05,0.022625290305313274,0.0023684857447851056,1.4622121364220373,0.2804187931730596,0.2655237932629615,0.01900881167846601,0.2593856276742068,0.2707920005148223,0.36514028004505755,0.02652249039725888,0.35837806351932855,0.3732662939817846,0.22427827835083008,0.01604217001023106,100.0,0.0,0.02239180564880371,0.01108765409466654
Test_Data,Ridge,"(False, True, True, True)",4.0,0.0,200.0,0.0,0.0,0.0,700.0,0.0,0.26809737891939706,0.018892138011352186,0.26560598515302847,0.2729143644328077,0.3694911998444786,0.026681191938019152,0.361610871984206,0.37481942157040327,0.00045379503505059925,3.215184166521575e-05,0.022842581242487302,0.0023416410072543,1.484773210189785,0.27915623431332864,0.26809737891939706,0.018892138011352186,0.26382241260332456,0.27370088430382555,0.3694911998444786,0.026681191938019152,0.366096613458979,0.3742710151593657,0.237397141456604,0.012724165190921864,100.0,0.0,0.020430846214294432,0.008257859984319217
Test_Data,Ridge,"(False, True, True, True)",7.0,0.0,5.0,0.0,0.0,0.0,700.0,0.0,3.2457750151042144,0.23257269048438892,3.1817266117251624,3.2959545199650266,3.9323099946182856,0.26874497891522187,3.8578936038758385,3.9950028230772667,0.00549305942511912,0.00038701563915917783,0.2575126116893357,0.02344074747149939,9.504326478734162,0.8776230230021023,3.2457750151042144,0.23257269048438892,3.1811224098341375,3.300343335612229,3.9323099946182856,0.26874497891522187,3.8468865393306526,3.991788244641459,0.06845366001129151,0.0013450311278174602,100.0,0.0,0.1688284969329834,0.02841476293002364
Test_Data,Ridge,"(False, True, True, True)",7.0,0.0,10.0,0.0,0.0,0.0,700.0,0.0,2.0631199043870287,0.6038411866605689,1.9105642762088357,2.240285453605417,2.5872837344268946,0.6782296093374635,2.405927853876945,2.7831165044958066,0.0034908585703200684,0.001015828009774391,0.15866281094537077,0.051373679780560066,7.501712704925142,1.2782371591640516,2.0631199043870287,0.6038411866605689,1.9008952588972254,2.2282886069927326,2.5872837344268946,0.6782296093374635,2.4111492797891256,2.7800819526461678,0.07181332111358643,0.00569639151682924,100.0,0.0,0.16411426067352294,0.005374468693669747
Test_Data,Ridge,"(False, True, True, True)",7.0,0.0,25.0,0.0,0.0,0.0,700.0,0.0,1.48177851066145,0.12281340643339698,1.4494124088650315,1.514159352314857,1.8735382079180143,0.16133312910073638,1.83298614192861,1.9190106115933976,0.002507940420590311,0.00020655268737217763,0.1145143224956103,0.011033645221606962,5.689699233998862,0.921993036465882,1.48177851066145,0.12281340643339698,1.4521163611974885,1.5111696730534347,1.8735382079180143,0.16133312910073638,1.8356945986924444,1.9150963129793206,0.08010496616363526,0.0029535533720550567,100.0,0.0,0.1682472324371338,0.033514690321333244
Test_Data,Ridge,"(False, True, True, True)",7.0,0.0,50.0,0.0,0.0,0.0,700.0,0.0,0.9539101165502292,0.1525947275277858,0.9088930876011818,0.9920945089514136,1.2354239548009855,0.18694174850085785,1.1864371732434853,1.2832439864305916,0.0016146340339528954,0.0002588820357240344,0.08010017812003438,0.013445572121527454,4.173375064298131,0.7353595384165116,0.9539101165502292,0.1525947275277858,0.9138828254735216,0.9904822052325648,1.2354239548009855,0.18694174850085785,1.1861254570550144,1.2880172313617477,0.1514583969116211,0.007251362778315905,100.0,0.0,0.16478893756866456,0.00864792518735249
