,type,regressor,preprocess_params,interaction_degree_mean,interaction_degree_std,reduction_factors_mean,reduction_factors_std,test_param_mean,test_param_std,training_size_mean,training_size_std,RNez_MAE_mean,RNez_MAE_std,RNez_MAE_bs_ci_low,RNez_MAE_bs_ci_up,RNez_RMSE_mean,RNez_RMSE_std,RNez_RMSE_bs_ci_low,RNez_RMSE_bs_ci_up,RNez_time_err_mean,RNez_time_err_std,RNez_relative_err_mean,RNez_relative_err_std,RNez_max_error_mean,RNez_max_error_std,RMax_MAE_mean,RMax_MAE_std,RMax_MAE_bs_ci_low,RMax_MAE_bs_ci_up,RMax_RMSE_mean,RMax_RMSE_std,RMax_RMSE_bs_ci_low,RMax_RMSE_bs_ci_up,RMax_time_err_mean,RMax_time_err_std,RMax_relative_err_mean,RMax_relative_err_std,RMax_max_error_mean,RMax_max_error_std,MAE_mean,MAE_std,MAE_bs_ci_low,MAE_bs_ci_up,RMSE_mean,RMSE_std,RMSE_bs_ci_low,RMSE_bs_ci_up,pred_time_mean,pred_time_std,eval_reps_mean,eval_reps_std,fit_time_mean,fit_time_std
10,Test_Data,Ridge,"(False, True, True, True)",11.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.3108684766113274,0.028863084748601137,0.3034329141228999,0.31712355802505154,0.5425440848499653,0.08190601631535654,0.5233518798577104,0.5683129168421025,0.0005249518585916009,4.843160295470809e-05,0.0541261956847863,0.004946007875408324,3.7155642709706984,1.4924159574849378,0.32118770672065367,0.023202023099260765,0.315093311326294,0.3275039665859271,0.5131294374087315,0.05390898302658948,0.5020141636484319,0.5262595568056004,0.0005423644733608746,3.8757102638326734e-05,0.023368905715798242,0.0017651173119795196,3.3250533253058485,0.9440941042688894,0.3160280916659906,0.022343430269656833,0.31056695299917686,0.32242008624215956,0.5291907680697389,0.059730021854409864,0.5134684796163702,0.5502289441920974,19.85574996471405,0.3333819501925249,100.0,0.0,1.1167845296859742,0.13422855701079314
11,Test_Data,Ridge,"(False, True, True, True)",12.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.3317010360624013,0.03193973175409353,0.32448644038975827,0.33703002790677833,0.5908164827561292,0.09687101106061344,0.564299718818481,0.6182250218545975,0.000560132189309637,5.36376189812195e-05,0.05752176666851908,0.005217692018397814,4.267191892097552,1.7769410693944678,0.3612234837944282,0.027919415348695388,0.35225224630533897,0.367936870267257,0.5914209721918534,0.06661499389101175,0.5743685112278645,0.6126654084775555,0.0006099741992760308,4.6786211354285e-05,0.026010663926966614,0.002116648328656956,3.988925449128702,1.151496446595716,0.3464622599284148,0.02574597526205997,0.33931781935665617,0.3519865484768062,0.592702629639829,0.0706933138881907,0.5738803701069186,0.6133374974474931,29.96485369205475,0.34001243662245606,100.0,0.0,1.5867462491989135,0.048678392473270854
12,Test_Data,Lasso,"(False, True, True, True)",1.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.8774037967911051,0.0359773922681868,0.8649787916446869, 0.88208420629777,1.1577551364762846,0.0580617098258135,1.1405370124223835, 1.1716312457641465,0.0014817836008388,6.284812673077581e-05,0.1581243823190669,0.0060852953765191,4.514685519861747,0.648579115409572,1.966201264767716,0.0756525428814432,1.9468448191740204, 1.9858857743647222,2.4322387109316304,0.0898317500946546,2.4068757682147255, 2.458242306665261,0.0033203688015534,0.0001273541269557,0.1451531902918183,0.008982300237295,7.326272188102383,0.6666060554867709,1.4218025307794109,0.0453393465298259,1.4130754244939037, 1.4339422762202974,1.905165709334557,0.0642119827435189,1.8917297167173786, 1.9212564877267089,0.0894219017028808,0.01330673423829,100.0,0.0,0.0028615856170654,0.0012434234794103
13,Test_Data,Lasso,"(False, True, True, True)",2.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.5144485347331422,0.0284542657518258,0.5104348613606207, 0.5198817457817428,0.7397042026468345,0.0525428148250814,0.7277796283106963, 0.7496904024431966,0.0008688215210759,4.911377063015734e-05,0.0901714847807446,0.0039925542567035,3.5716759210771496,0.8466100236144155,0.9778262969854334,0.0332887333271036,0.9697673220074616, 0.9854635824323033,1.2482644553480744,0.0494176499401804,1.2367523690336766, 1.2588729039282904,0.0016512388116985,5.495516756736102e-05,0.0847340929307255,0.0063483381200231,4.666712995704073,0.6548682930930977,0.7461374158592878,0.024082683926936,0.7403705847052832, 0.7528034276919204,1.0264502327972236,0.0405642068831234,1.0150058715764712, 1.0383927995107842,0.1067655134201049,0.0099962500377709,100.0,0.0,0.0413419818878173,0.0091126347319611
14,Test_Data,Lasso,"(False, True, True, True)",3.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.3507016085656818,0.0168480525616897,0.34561171652265676, 0.354395908259537,0.521678420239262,0.0327987131040245,0.5106202085621165, 0.5311461091298764,0.0005922823385409,2.934273955698249e-05,0.0617875464663141,0.0033706997748008,2.8382092377852848,0.3358629738242669,0.377453157000829,0.0130067644690376,0.37487974254896833, 0.380388415787754,0.5017096153045338,0.0227277196945421,0.4963549853891315, 0.5076123443087219,0.0006373880025619,2.1149222607900877e-05,0.02999600366558,0.0020755214222175,1.9663225469488492,0.1361106052515626,0.3640773827832552,0.0113749754363371,0.36153652696296024, 0.36655711772200156,0.5121186667887747,0.0213129405532212,0.5076671845490521, 0.5177854966063842,0.1619347858428955,0.0139085345050518,100.0,0.0,0.1653193187713623,0.0188249963406248
15,Test_Data,Lasso,"(False, True, True, True)",4.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.2703969506354073,0.0131970915667437,0.26806883597127307, 0.27261035955917995,0.4200590626155942,0.0307642903375174,0.4124361120041442, 0.42770686939751357,0.0004566548647259,2.2877339650079087e-05,0.0463834709084306,0.0025933954499269,2.731066771540647,0.4945316253812654,0.2659683124067507,0.0123674211540704,0.26322999546483755, 0.2693608076315974,0.3611552808717753,0.020523282623202,0.3564858234839209, 0.3671576160968185,0.0004491444111648,2.0793609855629764e-05,0.0205625992845038,0.0012699824101587,1.5910309252405417,0.2146032709986408,0.2681826315210789,0.0091387272354659,0.26578983073639245, 0.2703686588373824,0.3920828464806939,0.0197578418178509,0.3862884899204918, 0.39609836023097766,0.2916884136199951,0.0229033813752025,100.0,0.0,0.3865954113006591,0.0340154843794579
16,Test_Data,Lasso,"(False, True, True, True)",5.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.2313009597237628,0.0123051285209393,0.22786433989661817, 0.23339145063413086,0.3714160239189787,0.0327180455365011,0.36205285197980974, 0.38076189111570824,0.0003906192347376,2.106039928384066e-05,0.0393191751137047,0.0021662478426624,2.650238788923213,0.532327993082696,0.2212859584593445,0.0122591215097646,0.21898920512192513, 0.22473511209266733,0.3083607736153311,0.0205600359897815,0.3027359263705972, 0.31383423055329274,0.0003736871661587,2.0621128062619707e-05,0.0170458294026169,0.0010631523882982,1.438742392540089,0.1758392829717478,0.2262934590915536,0.0078951891930626,0.2243473827528651, 0.22797422362524872,0.3418143571112857,0.0205217896341216,0.3374052086799323, 0.3468309172431205,0.5700730800628662,0.0254887561370117,100.0,0.0,0.8212573575973511,0.0556872117652718
17,Test_Data,Lasso,"(False, True, True, True)",6.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.2084999187181222,0.0132172893046162,0.20465513597463236, 0.21238407001403406,0.3397541641373846,0.0339264821344118,0.3316540836373662, 0.3477075067468021,0.0003521081004132,2.245446565648965e-05,0.0353519168514798,0.0023083392185516,2.448471817473123,0.5115323457756785,0.1973122501199869,0.0113989264916748,0.19534502506470822, 0.19691881172781422,0.2802370907587499,0.0190880691673562,0.276069268085789, 0.28431583562538265,0.0003332056369905,1.923791364523972e-05,0.0150042420541946,0.0010499822899685,1.3043003563388942,0.1742771936780178,0.2029060844190545,0.0078023330353452,0.20152579167017395, 0.20404223600213656,0.3119598304000012,0.0203652976434577,0.307647536706225, 0.31803916092074,1.0234967517852782,0.0419961567421898,100.0,0.0,3.2088466930389403,0.100129235338664
18,Test_Data,Lasso,"(False, True, True, True)",7.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.1911731470078404,0.0127617677152344,0.18775921353340835, 0.19408934544647513,0.3164533836802298,0.0334617153350549,0.3073067543863971, 0.3257668222451437,0.0003228519044622,2.171968858118058e-05,0.0316834924840078,0.0018969328869154,2.26874063822592,0.4597989890206982,0.1714843878742508,0.009960984929256,0.16856709374664108, 0.1739874871150871,0.2505775722740275,0.0180468390707024,0.24525871311709158, 0.25560775725804563,0.0002895928494354,1.687127135467129e-05,0.0130135700017415,0.0009212244730646,1.2223075693191057,0.1698102924496264,0.1813287674410456,0.007702454419227,0.18027139498815334, 0.18256321631617187,0.2859673019309853,0.0201237944216607,0.28083249043281033, 0.2905129073594397,1.9002379894256591,0.0815886283497,100.0,0.0,7.537461476325989,0.1151717131996196
19,Test_Data,Lasso,"(False, True, True, True)",8.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.1828806670444198,0.0133121732320047,0.18053295639085254, 0.18441032599878332,0.3024021046890517,0.0327829833428975,0.2949398313286198, 0.31044730843701185,0.000308847163778,2.262866485830963e-05,0.0302464940735006,0.0019211697059495,2.108346155938664,0.415737823057702,0.1644215425105829,0.0095009400088452,0.16177833903472977, 0.1661031086035874,0.2387730517456316,0.0174688098720611,0.23573717543511985, 0.2424283648132837,0.0002776689565729,1.615329389895829e-05,0.0124707671699069,0.0009035486121426,1.1625648228414014,0.1678286383979348,0.1736511047775013,0.0077091138737115,0.17190780262109662, 0.17430771137561044,0.2730076974848817,0.0195025251792482,0.27079655334781105, 0.2778331405138045,3.680139503479004,0.137550803836794,100.0,0.0,13.962890849113464,0.1734995967141601
20,Test_Data,Lasso,"(False, True, True, True)",9.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.17515938300135064,0.01326563281544204,0.17415842692446634,0.17918291525596322,0.2907715369453772,0.031989257467003325,0.2828587550950055,0.29587492726069653,0.000295814307318307,2.2630377113707888e-05,0.02874739722900812,0.0019179119554925783,1.9815776619750607,0.38962135441130663,0.16104280494701215,0.009207440489787957,0.15868140541230466,0.16316732156748515,0.2310776964555485,0.01721888224165832,0.22651486607648977,0.23514909251627478,0.0002719719645221468,1.5811173238126225e-05,0.012365596291216401,0.0008875960850765542,1.1067056857697102,0.17836449809880248,0.1681010939741814,0.007725464591736959,0.16621343647049067,0.16868759089694876,0.26317911969868246,0.019058139497874743,0.26405233582443943,0.267532215077501,7.317915987968445,0.7562959889281453,100.0,0.0,25.045006351470946,1.070565542690558
21,Test_Data,Lasso,"(False, True, True, True)",10.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.17133211532308246,0.013242851713260834,0.16798422366646082,0.1746661467255816,0.2849592995964333,0.03165441626997594,0.27759536130786844,0.29406984387845303,0.00028935516503714176,2.2632295348551767e-05,0.028045711623597133,0.0018350824387500437,1.9021795406277477,0.3793928440505546,0.15833289260159833,0.0091507284945292,0.1577932069299877,0.1604105375656838,0.2265315839533408,0.016783959099839475,0.2213008587047046,0.23032185294490173,0.00026739445848441857,1.5693698913731194e-05,0.012153635626506738,0.0008759400094778965,1.069974337567983,0.18089643602668787,0.16483250396234037,0.00781092921340421,0.16288663945390844,0.1667338375993147,0.2579615027982727,0.018737123312052177,0.2571276409533875,0.26017399556145065,12.932134232521058,0.6880532253093846,100.0,0.0,42.32420379638672,1.062640879536905
22,Test_Data,Lasso,"(False, True, True, True)",11.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.1679931127805811,0.013357883879046569,0.16430613813812917,0.1714876292353848,0.27905171015446145,0.03173629347660416,0.271515816283006,0.28595942667269064,0.0002837170515260644,2.282360084132844e-05,0.027449041912242324,0.0018519048452867069,1.8511850873343698,0.38920692568010223,0.15585020579552514,0.009137074036988713,0.15411277895366773,0.1573162366035657,0.2227940745437651,0.016898741147635378,0.21869109829337294,0.227222194614193,0.00026319868796343126,1.5606674760178575e-05,0.011995971231369685,0.0008811542628007043,1.0528930318648941,0.1875830360196215,0.16192165928805313,0.007984782812840764,0.16084945282905466,0.16347470940797715,0.2530523366325325,0.018938555615638345,0.24928187177768166,0.25622560375965486,19.83704988002777,0.2872669297906045,100.0,0.0,68.2383187866211,0.6901043200995765
23,Test_Data,Lasso,"(False, True, True, True)",12.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.1646991057550444,0.013325779787529957,0.16145185990628905,0.16823487571312387,0.2731194106152823,0.03187965116079595,0.2644247138852378,0.2812966337954349,0.0002781543101467996,2.276796271426659e-05,0.027012060713249738,0.001849301034229768,1.8177058937470596,0.4016885732573314,0.15472215992306249,0.009231896826494269,0.15253874572889,0.1538269443532474,0.22081814796235438,0.017253606532578472,0.21710402724360864,0.22525043043372825,0.0002612895679353641,1.5696812076092552e-05,0.01196619038734665,0.0008863997308173504,1.048181670856577,0.19875127265787704,0.15971063283905346,0.00790560745635801,0.15946553511878706,0.16057552834426533,0.24892848162019163,0.01905695164125568,0.24587379843420634,0.24995144373534056,30.36943045139313,0.5208331658716879,100.0,0.0,107.92394289970397,0.6882004348680857
24,Test_Data,PR,"(False, True, True, True)",1.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,1.0197374835010913,0.037529982560410784,1.0098726165047023,1.032031508640347,1.323676187513165,0.05560760109024503,1.3087763977705233,1.3411287558301652,0.00172219152548092,6.689718827377018e-05,0.19444419780049027,0.008631432859616608,5.055616234331089,0.4783514361046836,4.409267343976007,0.1640322729033367,4.364418075010986,4.454688327471498,5.405304570593846,0.18842804885872547,5.351095599754356,5.456243865712429,0.007446144954673034,0.0002791581503480626,0.33257081478644435,0.019519442975485645,14.700241177268088,1.4265139647880156,2.7145024137385487,0.0883352449608864,2.6924277950593947,2.7374801086268454,3.935318662038546,0.131311273145941,3.8960836719015703,3.9674154045417005,0.09637810230255127,0.016121479405404086,100.0,0.0,0.005522351264953613,0.006350639273792312
25,Test_Data,PR,"(False, True, True, True)",2.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.5150454258918175,0.028686605665794614,0.5071949086130156,0.5241001427692468,0.741655548205729,0.05379809463522991,0.728974476503468,0.7572308074863462,0.000869830535112388,4.954334760990648e-05,0.09043928271328708,0.0041139868385142615,3.6738746009821903,0.8926430468686245,0.9798585342048769,0.03306430105821891,0.9735049664408677,0.987136309887386,1.2521175200177401,0.04949201877849247,1.2411876295502415,1.2615724757552857,0.0016546744540032801,5.468598191938245e-05,0.08499192375447824,0.006371523187557122,4.710937447206217,0.6683919929633607,0.7474519800483472,0.02417917289970544,0.741639545803242,0.7542062583697065,1.0295089441721488,0.041099213395450425,1.0195605597608381,1.0387539244912487,0.11467337131500244,0.018881273203710136,100.0,0.0,0.014263434410095215,0.023314261676477068
26,Test_Data,PR,"(False, True, True, True)",3.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.35803116218457026,0.016801801762300755,0.3572571997972528,0.35997698886646845,0.5346931277930017,0.03612915608023749,0.5247743154790196,0.5436309220621327,0.0006046589206346705,2.9261764506682034e-05,0.06412723132076706,0.0035725659506629054,3.162015852163539,0.45301332599493954,0.3810390169749502,0.014017696099126292,0.37852917433978134,0.3824383615179752,0.5102836447318222,0.024383568239031567,0.5034825869256401,0.5147989439963685,0.000643446605419411,2.298890170538366e-05,0.03017665326836815,0.0021528282392684777,2.096597971060329,0.13564166313876108,0.3695350895797602,0.011828848513892024,0.3660345426685544,0.3724211053382651,0.5229853313393399,0.023912064993028555,0.5170732854419938,0.530158147344373,0.1539161443710327,0.014436537110587037,100.0,0.0,0.0543181848526001,0.03788518772866871
27,Test_Data,PR,"(False, True, True, True)",4.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.28427104632059735,0.013816867054280191,0.28097301590638085,0.28483827999380773,0.428737489981183,0.028317393647408897,0.4223374702703101,0.4342850844503441,0.00048008210205985433,2.3863601213055152e-05,0.05231838738679426,0.0035432616332170294,2.836885299682617,0.5668791601333956,0.2807742931282586,0.013804279758516483,0.27974743526229445,0.2812810354545468,0.38730664508215495,0.023182796827957486,0.37917395093957057,0.3943719163930567,0.00047417219683517134,2.373147393895096e-05,0.021732926881674334,0.0012620458982210403,1.9099570178985597,0.35288173206455553,0.2825226697244279,0.010843018992291809,0.2797687959097774,0.2859747623954314,0.40884301888217506,0.020573102331360914,0.4050582864839031,0.41464945297845573,0.2908065032958984,0.02648978029650679,100.0,0.0,0.09534404277801514,0.03298983386819053
28,Test_Data,PR,"(False, True, True, True)",5.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.3082970265873143,0.020984378752058403,0.3018218360002575,0.31392278412977853,0.46536969239081116,0.04043777085538742,0.4521755633586972,0.4762042599839785,0.0005206800220464865,3.621910458284832e-05,0.05841944559019163,0.004430510772940972,2.745726156234741,0.5814368976942891,0.2840073411451663,0.015389475303612872,0.2815877201557159,0.28836995927101927,0.4096978770733938,0.030721743468705962,0.40474882905433557,0.4094841562148253,0.00047960189641551876,2.584043606900944e-05,0.02173413953516095,0.0015983485522018744,2.254081473350525,0.3683830497530887,0.2961521838662403,0.01366958292749671,0.29495934712398253,0.29589127262140236,0.43893508460047914,0.028756029933258955,0.42995755953572806,0.4454736322501282,0.5350213813781738,0.022161990265038223,100.0,0.0,0.3155594062805176,0.08943298358958471
29,Test_Data,PR,"(False, True, True, True)",6.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,1.0396780125239742,0.12227453770120696,1.0076359242034147,1.0725259412674037,1.728542341802507,0.28744478339128615,1.647154060202735,1.8031447464542507,0.0017559316068159966,0.0002081005428548552,0.21246944989219274,0.02689555816463951,11.745619450995404,5.182200967851163,1.4252396089192354,0.19438298361092513,1.3756330587711407,1.4765144791325069,2.420187292290792,0.4092440718507641,2.31158687019714,2.5361873208765062,0.0024072239875894026,0.00033108176577552394,0.11282650977515879,0.021295473108182094,17.715366572759635,6.052141566606587,1.2324588107216048,0.12551841346159426,1.1970495334780353,1.269081746230025,2.113518237433033,0.28243618279797533,2.0343157462680934,2.1857769127774334,1.0441714859008788,0.07305048989109544,100.0,0.0,1.2416543102264403,0.2240615880007668
