type,regressor,preprocess_params,interaction_degree_mean,interaction_degree_std,reduction_factors_mean,reduction_factors_std,test_param_mean,test_param_std,training_size_mean,training_size_std,RNez_MAE_mean,RNez_MAE_std,RNez_MAE_bs_ci_low,RNez_MAE_bs_ci_up,RNez_RMSE_mean,RNez_RMSE_std,RNez_RMSE_bs_ci_low,RNez_RMSE_bs_ci_up,RNez_time_err_mean,RNez_time_err_std,RNez_relative_err_mean,RNez_relative_err_std,RNez_max_error_mean,RNez_max_error_std,MAE_mean,MAE_std,MAE_bs_ci_low,MAE_bs_ci_up,RMSE_mean,RMSE_std,RMSE_bs_ci_low,RMSE_bs_ci_up,pred_time_mean,pred_time_std,eval_reps_mean,eval_reps_std,fit_time_mean,fit_time_std
Test_Data,RF,"(False, True, True, True)",1.0,0.0,-1.0,0.0,0.0,0.0,700.0,0.0,0.390153379730621,0.0408876745104862,0.3790011510723163,0.40256606598930855,0.6151091636452802,0.08708713299298726,0.5935516076355394,0.6401189939146378,0.0006586420642165768,6.87256372208469e-05,0.06615773930856986,0.0054264983895988,3.0576897321428573,0.6661038263792902,0.390153379730621,0.0408876745104862,0.37844657073261206,0.40138066984419385,0.6151091636452802,0.08708713299298726,0.5920215154209999,0.6370131684993395,1.3475344038009645,0.02306257219528935,100.0,0.0,0.06555109977722168,0.002133992055846398
